amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
7.192,7.192,4.6,nonfiction,35.96,Thomas Nelson,21.576,8.99,52101,HarperCollins Christian Publishing,48,big five,4
7.992,7.992,3.76,nonfiction,39.96,Random House,23.976,9.99,52138,Random House LLC,345,big five,4
4.096,4.096,4.68,children,20.48,Random House Books for Young Readers,12.288,5.12,52223,Random House LLC,22,big five,4
4.784,4.784,3.81,genre fiction,23.92,Laurel Leaf,14.352,5.98,52266,Random House LLC,27,big five,4
5.464,5.464,3.67,genre fiction,27.32,Simon & Schuster,16.392,6.83,52270,Simon and Schuster Digital Sales Inc,169,big five,4
3.032,3.032,4.2,genre fiction,15.16,Pocket Books/Star Trek,9.096,3.79,52297,Simon and Schuster Digital Sales Inc,20,big five,4
4.784,4.784,4.36,genre fiction,23.92,Laurel Leaf,14.352,5.98,52304,Random House LLC,69,big five,4
8.32,8.32,4.13,nonfiction,41.6,Berkley,24.96,10.4,52321,Penguin Group (USA) LLC,153,big five,4
8.304,8.304,4.36,nonfiction,41.52,Scribner,24.912,10.38,52335,Simon and Schuster Digital Sales Inc,110,big five,4
6.392,6.392,4.87,nonfiction,31.96,Avery,19.176,7.99,52340,Penguin Group (USA) LLC,8,big five,4
6.4,6.4,3.76,nonfiction,32,HarperCollins e-books,19.2,8,52425,HarperCollins Publishers,105,big five,4
2.776,2.776,4.84,children,13.88,Random House Books for Young Readers,8.328,3.47,52456,Random House LLC,26,big five,4
7.112,7.112,4.47,nonfiction,35.56,St. Martin's Griffin,21.336,8.89,52481,Macmillan,63,big five,4
4.792,4.792,4.52,genre fiction,23.96,Harper Voyager,14.376,5.99,52499,HarperCollins Publishers,63,big five,4
16.792,16.792,3.77,nonfiction,83.96,Ballantine Books,50.376,20.99,52514,Random House LLC,75,big five,4
3.408,3.408,4.72,children,17.04,Grosset & Dunlap,10.224,4.26,52519,Penguin Group (USA) LLC,25,big five,4
7.992,7.992,4.51,nonfiction,39.96,Anchor,23.976,9.99,52538,Random House LLC,130,big five,4
4.096,4.096,3.97,children,20.48,Atheneum Books for Young Readers,12.288,5.12,52547,Simon and Schuster Digital Sales Inc,35,big five,4
8.792,8.792,4.25,nonfiction,43.96,Clarkson Potter,26.376,10.99,52596,Random House LLC,129,big five,4
7.816,7.816,4.59,nonfiction,39.08,HarperCollins e-books,23.448,9.77,52605,HarperCollins Publishers,70,big five,4
9.592,9.592,0,genre fiction,47.96,Bantam,28.776,11.99,52611,Random House LLC,0,big five,4
4.096,4.096,3,children,20.48,Aladdin,12.288,5.12,52617,Simon and Schuster Digital Sales Inc,3,big five,4
4.784,4.784,4.45,children,23.92,Atheneum Books for Young Readers,14.352,5.98,52647,Simon and Schuster Digital Sales Inc,61,big five,4
7.112,7.112,4.78,nonfiction,35.56,Grand Central Publishing,21.336,8.89,52652,Hachette Book Group,19,big five,4
8.72,8.72,3.91,nonfiction,43.6,Penguin Books,26.16,10.9,52707,Penguin Group (USA) LLC,95,big five,4
1.704,1.704,3.93,nonfiction,8.52,Penguin,5.112,2.13,52715,Penguin Group (USA) LLC,33,big five,4
10.392,10.392,3.89,nonfiction,51.96,St. Martin's Press,31.176,12.99,52730,Macmillan,96,big five,4
4.784,4.784,4.51,children,23.92,Aladdin,14.352,5.98,52747,Simon and Schuster Digital Sales Inc,82,big five,4
3.408,3.408,4.93,children,17.04,Golden Books,10.224,4.26,52825,Random House LLC,227,big five,4
3.408,3.408,4.77,children,17.04,Grosset & Dunlap,10.224,4.26,52833,Penguin Group (USA) LLC,27,big five,4
7.992,7.992,4.41,comics,39.96,(Small or Medium Publisher),23.976,9.99,52845,DC Comics,39,small/medium,4
11.992,11.992,4.07,nonfiction,59.96,Twelve,35.976,14.99,52859,Hachette Book Group,88,big five,4
9.472,9.472,4.25,nonfiction,47.36,Bantam,28.416,11.84,52866,Random House LLC,84,big five,4
10.232,10.232,4.66,nonfiction,51.16,Fodor's,30.696,12.79,52875,Random House LLC,3,big five,4
10.4,10.4,3.05,nonfiction,52,Avery,31.2,13,52883,Penguin Group (USA) LLC,129,big five,4
7.192,7.192,4.55,nonfiction,35.96,HarperCollins e-books,21.576,8.99,52884,HarperCollins Publishers,36,big five,4
3.032,3.032,3.85,children,15.16,Random House Books for Young Readers,9.096,3.79,52886,Random House LLC,7,big five,4
6.152,6.152,4,nonfiction,30.76,Penguin,18.456,7.69,52888,Penguin Group (USA) LLC,10,big five,4
4.792,4.792,4.52,genre fiction,23.96,Bantam,14.376,5.99,52900,Random House LLC,17,big five,4
4.792,4.792,4.15,genre fiction,23.96,DAW,14.376,5.99,52934,Penguin Group (USA) LLC,76,big five,4
7.992,7.992,3.91,nonfiction,39.96,Hyperion,23.976,9.99,52972,Hachette Book Group,147,big five,4
8.536,8.536,4.84,nonfiction,42.68,HarperOne,25.608,10.67,53004,HarperCollins Publishers,13,big five,4
3.784,3.784,4.66,children,18.92,Papercutz,11.352,4.73,53054,Macmillan,21,big five,4
9.472,9.472,4.3,nonfiction,47.36,Clarkson Potter,28.416,11.84,53070,Random House LLC,42,big five,4
5.312,5.312,4.25,children,26.56,Papercutz,15.936,6.64,53072,Macmillan,16,big five,4
6.392,6.392,5,nonfiction,31.96,Gotham Books,19.176,7.99,53094,Penguin Group (USA) LLC,4,big five,4
4.792,4.792,0,genre fiction,23.96,Dial Press Trade Paperback,14.376,5.99,53137,Random House LLC,0,big five,4
6.152,6.152,4.35,genre fiction,30.76,Pocket Books,18.456,7.69,53149,Simon and Schuster Digital Sales Inc,106,big five,4
3.792,3.792,4.64,children,18.96,Papercutz,11.376,4.74,53156,Macmillan,14,big five,4
10.872,10.872,3.89,nonfiction,54.36,HarperCollins,32.616,13.59,53162,HarperCollins Publishers,82,big five,4
6.392,6.392,4.11,nonfiction,31.96,Broadway Books,19.176,7.99,53176,Random House LLC,88,big five,4
6.152,6.152,4.21,genre fiction,30.76,Pocket Books,18.456,7.69,53200,Simon and Schuster Digital Sales Inc,32,big five,4
7.816,7.816,4.01,nonfiction,39.08,William Morrow Paperbacks,23.448,9.77,53235,HarperCollins Publishers,251,big five,4
6.4,6.4,3.65,nonfiction,32,Meadowbrook,19.2,8,53248,Simon and Schuster Digital Sales Inc,78,big five,4
3.032,3.032,4.83,children,15.16,HarperCollins,9.096,3.79,53261,HarperCollins Publishers,12,big five,4
9.472,9.472,4.52,nonfiction,47.36,Crown Business,28.416,11.84,53286,Random House LLC,123,big five,4
4.736,4.736,4.74,children,23.68,Puffin,14.208,5.92,53291,Penguin Group (USA) LLC,196,big five,4
6.392,6.392,4,nonfiction,31.96,Portfolio,19.176,7.99,53326,Penguin Group (USA) LLC,17,big five,4
8.744,8.744,4.39,nonfiction,43.72,Scribner,26.232,10.93,53333,Simon and Schuster Digital Sales Inc,271,big five,4
9.592,9.592,4.58,nonfiction,47.96,Vintage,28.776,11.99,53343,Random House LLC,84,big five,4
8.792,8.792,4.23,nonfiction,43.96,Thomas Nelson,26.376,10.99,53366,HarperCollins Christian Publishing,60,big five,4
9.592,9.592,4.09,nonfiction,47.96,FENN-M&S,28.776,11.99,53378,Random House LLC,11,big five,4
6.152,6.152,4.75,children,30.76,Aladdin,18.456,7.69,53384,Simon and Schuster Digital Sales Inc,64,big five,4
0.792,0.792,4.42,comics,3.96,(Small or Medium Publisher),2.376,0.99,53395,DC Comics,7,small/medium,4
8.832,8.832,0,nonfiction,44.16,Simon & Schuster,26.496,11.04,53438,Simon and Schuster Digital Sales Inc,0,big five,4
3.408,3.408,4.55,children,17.04,Random House Books for Young Readers,10.224,4.26,53455,Random House LLC,45,big five,4
6.152,6.152,3.84,genre fiction,30.76,St. Martin's Paperbacks,18.456,7.69,53458,Macmillan,25,big five,4
6.392,6.392,4.32,nonfiction,31.96,Penguin Books,19.176,7.99,53461,Penguin Group (USA) LLC,59,big five,4
9.592,9.592,4.12,nonfiction,47.96,The Penguin Press,28.776,11.99,53483,Penguin Group (USA) LLC,83,big five,4
11.192,11.192,4.41,nonfiction,55.96,Metropolitan Books,33.576,13.99,53488,Macmillan,12,big five,4
4.784,4.784,5,children,23.92,Knopf Books for Young Readers,14.352,5.98,53515,Random House LLC,1,big five,4
7.112,7.112,4.38,nonfiction,35.56,"Farrar, Straus and Giroux",21.336,8.89,53544,Macmillan,230,big five,4
7.112,7.112,3.74,nonfiction,35.56,Henry Holt and Co.,21.336,8.89,53548,Macmillan,58,big five,4
1.592,1.592,4.62,genre fiction,7.96,Pocket Star,4.776,1.99,53551,Simon and Schuster Digital Sales Inc,27,big five,4
4.792,4.792,4.04,genre fiction,23.96,Spectra,14.376,5.99,53570,Random House LLC,121,big five,4
5.312,5.312,4.56,children,26.56,HarperCollins,15.936,6.64,53599,HarperCollins Publishers,37,big five,4
7.992,7.992,3.93,nonfiction,39.96,Current,23.976,9.99,53623,Penguin Group (USA) LLC,76,big five,4
1.592,1.592,5,comics,7.96,(Small or Medium Publisher),4.776,1.99,53634,Idea & Design Works,1,small/medium,4
8.832,8.832,4.23,nonfiction,44.16,HarperCollins e-books,26.496,11.04,53651,HarperCollins Publishers,254,big five,4
10.192,10.192,0,nonfiction,50.96,Atria Books,30.576,12.74,53653,Simon and Schuster Digital Sales Inc,0,big five,4
7.992,7.992,4.58,nonfiction,39.96,DK Publishing,23.976,9.99,53667,Penguin Group (USA) LLC,55,big five,4
7.992,7.992,4.3,nonfiction,39.96,Broadway Books,23.976,9.99,53673,Random House LLC,126,big five,4
8.792,8.792,4.23,nonfiction,43.96,Ballantine Books,26.376,10.99,53676,Random House LLC,159,big five,4
3.992,3.992,4.51,children,19.96,"Little, Brown Books for Young Readers",11.976,4.99,53684,Hachette Book Group,27,big five,4
2.392,2.392,3.5,comics,11.96,(Small or Medium Publisher),7.176,2.99,53693,DC Comics,4,small/medium,4
6.152,6.152,4.35,genre fiction,30.76,Pocket Books,18.456,7.69,53744,Simon and Schuster Digital Sales Inc,34,big five,4
7.112,7.112,4.66,genre fiction,35.56,"Farrar, Straus and Giroux",21.336,8.89,53758,Macmillan,6,big five,4
7.024,7.024,4.94,children,35.12,Simon & Schuster Books for Young Readers,21.072,8.78,53766,Simon and Schuster Digital Sales Inc,17,big five,4
8.792,8.792,4.56,nonfiction,43.96,Portfolio,26.376,10.99,53774,Penguin Group (USA) LLC,16,big five,4
7.112,7.112,4.49,nonfiction,35.56,Grand Central Publishing,21.336,8.89,53799,Hachette Book Group,55,big five,4
6.392,6.392,3.6,nonfiction,31.96,Overlook,19.176,7.99,53810,Penguin Group (USA) LLC,5,big five,4
7.112,7.112,4.78,nonfiction,35.56,Thomas Dunne Books,21.336,8.89,53810,Macmillan,106,big five,4
11.992,11.992,4.64,nonfiction,59.96,Grand Central Life & Style,35.976,14.99,53819,Hachette Book Group,131,big five,4
4.792,4.792,4.42,genre fiction,23.96,NAL,14.376,5.99,53827,Penguin Group (USA) LLC,61,big five,4
9.472,9.472,3.97,nonfiction,47.36,Ballantine Books,28.416,11.84,53829,Random House LLC,82,big five,4
7.992,7.992,4.15,comics,39.96,Ballantine Books,23.976,9.99,53832,Random House LLC,13,big five,4
9.904,9.904,4.16,fiction,49.52,Scribner,29.712,12.38,53843,Simon and Schuster Digital Sales Inc,12,big five,4
7.992,7.992,4.03,nonfiction,39.96,Vintage,23.976,9.99,53885,Random House LLC,56,big five,4
10.232,10.232,4.19,nonfiction,51.16,Vintage,30.696,12.79,53894,Random House LLC,21,big five,4
5.464,5.464,4.14,nonfiction,27.32,Pocket Books,16.392,6.83,53895,Simon and Schuster Digital Sales Inc,87,big five,4
4.32,4.32,4.34,children,21.6,Greenwillow Books,12.96,5.4,53902,HarperCollins Publishers,119,big five,4
15.832,15.832,4.34,nonfiction,79.16,Prentice Hall Press,47.496,19.79,53907,Penguin Group (USA) LLC,29,big five,4
8.832,8.832,4.65,nonfiction,44.16,Times Books,26.496,11.04,53918,Macmillan,26,big five,4
3.032,3.032,5,nonfiction,15.16,HarperCollins,9.096,3.79,53937,HarperCollins Publishers,1,big five,4
2.392,2.392,4.64,children,11.96,DK Publishing,7.176,2.99,53963,Penguin Group (USA) LLC,14,big five,4
4.552,4.552,4.43,children,22.76,Margaret K. McElderry Books,13.656,5.69,53980,Simon and Schuster Digital Sales Inc,44,big five,4
4.792,4.792,4.15,nonfiction,23.96,Thomas Nelson,14.376,5.99,53988,HarperCollins Christian Publishing,58,big five,4
8.304,8.304,4.42,nonfiction,41.52,Simon & Schuster,24.912,10.38,54013,Simon and Schuster Digital Sales Inc,73,big five,4
9.744,9.744,4.59,nonfiction,48.72,Penguin Books,29.232,12.18,54041,Penguin Group (USA) LLC,77,big five,4
9.904,9.904,5,nonfiction,49.52,Atria Books,29.712,12.38,54044,Simon and Schuster Digital Sales Inc,18,big five,4
4.096,4.096,3.85,children,20.48,Simon & Schuster Books for Young Readers,12.288,5.12,54060,Simon and Schuster Digital Sales Inc,67,big five,4
4.792,4.792,3.92,genre fiction,23.96,Ballantine Books,14.376,5.99,54062,Random House LLC,42,big five,4
12.952,12.952,4.77,comics,64.76,(Small or Medium Publisher),38.856,16.19,54066,DC Comics,22,small/medium,4
11.344,11.344,4.5,nonfiction,56.72,Simon & Schuster,34.032,14.18,54121,Simon and Schuster Digital Sales Inc,128,big five,4
6.392,6.392,3.24,nonfiction,31.96,Crown Business,19.176,7.99,54131,Random House LLC,45,big five,4
4.784,4.784,4.28,children,23.92,Grosset & Dunlap,14.352,5.98,54152,Penguin Group (USA) LLC,28,big five,4
8.304,8.304,4.5,nonfiction,41.52,Free Press,24.912,10.38,54155,Simon and Schuster Digital Sales Inc,103,big five,4
7.992,7.992,4.39,genre fiction,39.96,Roc,23.976,9.99,54174,Penguin Group (USA) LLC,146,big five,4
3.032,3.032,4.38,children,15.16,Random House Books for Young Readers,9.096,3.79,54192,Random House LLC,63,big five,4
2.728,2.728,4.69,children,13.64,HarperCollins,8.184,3.41,54202,HarperCollins Publishers,13,big five,4
7.256,7.256,3.66,children,36.28,Touchstone,21.768,9.07,54250,Simon and Schuster Digital Sales Inc,140,big five,4
7.992,7.992,0,nonfiction,39.96,Knopf,23.976,9.99,54257,Random House LLC,0,big five,4
4.792,4.792,3.66,genre fiction,23.96,LucasBooks,14.376,5.99,54273,Random House LLC,209,big five,4
0.792,0.792,5,comics,3.96,(Small or Medium Publisher),2.376,0.99,54297,DC Comics,1,small/medium,4
3.192,3.192,0,comics,15.96,(Small or Medium Publisher),9.576,3.99,54313,DC Comics,0,small/medium,4
7.992,7.992,4.62,nonfiction,39.96,Harmony,23.976,9.99,54329,Random House LLC,67,big five,4
7.992,7.992,4.42,comics,39.96,(Small or Medium Publisher),23.976,9.99,54350,DC Comics,28,small/medium,4
5.464,5.464,4.75,children,27.32,Grosset & Dunlap,16.392,6.83,54374,Penguin Group (USA) LLC,36,big five,4
7.816,7.816,4.44,children,39.08,HarperCollins,23.448,9.77,54418,HarperCollins Publishers,18,big five,4
7.992,7.992,4.48,comics,39.96,(Small or Medium Publisher),23.976,9.99,54444,DC Comics,31,small/medium,4
7.816,7.816,4.87,children,39.08,Greenwillow Books,23.448,9.77,54467,HarperCollins Publishers,16,big five,4
8.832,8.832,4.86,nonfiction,44.16,St. Martin's Press,26.496,11.04,54493,Macmillan,38,big five,4
10.192,10.192,3.95,nonfiction,50.96,Ecco,30.576,12.74,54540,HarperCollins Publishers,73,big five,4
8.376,8.376,4.09,children,41.88,Margaret K. McElderry Books,25.128,10.47,54568,Simon and Schuster Digital Sales Inc,32,big five,4
9.472,9.472,4.74,nonfiction,47.36,Riverhead,28.416,11.84,54583,Penguin Group (USA) LLC,71,big five,4
7.992,7.992,4.25,nonfiction,39.96,Broadway Books,23.976,9.99,54588,Random House LLC,169,big five,4
5.464,5.464,3.81,genre fiction,27.32,Pocket Books/Star Trek,16.392,6.83,54626,Simon and Schuster Digital Sales Inc,65,big five,4
4.792,4.792,4.1,genre fiction,23.96,Del Rey,14.376,5.99,54634,Random House LLC,112,big five,4
4.792,4.792,4.54,genre fiction,23.96,Berkley,14.376,5.99,54680,Penguin Group (USA) LLC,53,big five,4
9.472,9.472,4.53,nonfiction,47.36,Avery,28.416,11.84,54738,Penguin Group (USA) LLC,77,big five,4
3.192,3.192,3.92,children,15.96,HarperCollins,9.576,3.99,54755,HarperCollins Publishers,13,big five,4
9.472,9.472,4.19,nonfiction,47.36,Crown,28.416,11.84,54758,Random House LLC,88,big five,4
7.992,7.992,3.44,nonfiction,39.96,Three Rivers Press,23.976,9.99,54802,Random House LLC,58,big five,4
7.544,7.544,5,children,37.72,Dial,22.632,9.43,54806,Penguin Group (USA) LLC,20,big five,4
2.392,2.392,4.34,genre fiction,11.96,"Little, Brown Books for Young Readers",7.176,2.99,54834,Hachette Book Group,41,big five,4
9.512,9.512,4.22,nonfiction,47.56,HarperCollins e-books,28.536,11.89,54841,HarperCollins Publishers,98,big five,4
9.592,9.592,4.16,nonfiction,47.96,HarperCollins e-books,28.776,11.99,54879,HarperCollins Publishers,97,big five,4
10.872,10.872,4.65,nonfiction,54.36,Harper,32.616,13.59,54892,HarperCollins Publishers,44,big five,4
6.392,6.392,4.75,genre fiction,31.96,WaterBrook Press,19.176,7.99,54899,Random House LLC,52,big five,4
8.792,8.792,4.27,nonfiction,43.96,Rough Guides,26.376,10.99,54900,Penguin Group (USA) LLC,11,big five,4
7.112,7.112,3.97,nonfiction,35.56,"Little, Brown and Company",21.336,8.89,54916,Hachette Book Group,45,big five,4
6.072,6.072,4.15,nonfiction,30.36,"Little, Brown Books for Young Readers",18.216,7.59,54922,Hachette Book Group,82,big five,4
8.832,8.832,4.02,nonfiction,44.16,HarperCollins e-books,26.496,11.04,54934,HarperCollins Publishers,137,big five,4
8.792,8.792,4.25,nonfiction,43.96,Gotham Books,26.376,10.99,54945,Penguin Group (USA) LLC,98,big five,4
3.192,3.192,0,comics,15.96,(Small or Medium Publisher),9.576,3.99,54947,DC Comics,0,small/medium,4
7.112,7.112,4.83,nonfiction,35.56,"Farrar, Straus and Giroux",21.336,8.89,54950,Macmillan,24,big five,4
10.392,10.392,4.66,nonfiction,51.96,Crown Archetype,31.176,12.99,54958,Random House LLC,175,big five,4
8.792,8.792,4.11,nonfiction,43.96,Penguin Books,26.376,10.99,54968,Penguin Group (USA) LLC,35,big five,4
7.112,7.112,4.23,nonfiction,35.56,St. Martin's Press,21.336,8.89,54969,Macmillan,77,big five,4
19.592,19.592,4.03,nonfiction,97.96,(Small or Medium Publisher),58.776,24.49,54980,Cengage Learning,86,small/medium,4
10.192,10.192,3.66,nonfiction,50.96,St. Martin's Press,30.576,12.74,54982,Macmillan,15,big five,4
7.992,7.992,4.63,nonfiction,39.96,Hyperion,23.976,9.99,54986,Hachette Book Group,87,big five,4
7.992,7.992,4.39,nonfiction,39.96,Vintage,23.976,9.99,55001,Random House LLC,143,big five,4
7.992,7.992,4.68,nonfiction,39.96,Harmony,23.976,9.99,55015,Random House LLC,19,big five,4
7.992,7.992,3.71,fiction,39.96,Vintage,23.976,9.99,55033,Random House LLC,45,big five,4
6.392,6.392,4.22,nonfiction,31.96,WaterBrook Press,19.176,7.99,55045,Random House LLC,181,big five,4
10.192,10.192,4.15,nonfiction,50.96,Simon & Schuster,30.576,12.74,55046,Simon and Schuster Digital Sales Inc,69,big five,4
8.192,8.192,4.21,nonfiction,40.96,Penguin Books,24.576,10.24,55048,Penguin Group (USA) LLC,98,big five,4
4.784,4.784,4.61,children,23.92,Puffin,14.352,5.98,55051,Penguin Group (USA) LLC,39,big five,4
7.112,7.112,4.53,nonfiction,35.56,Center Street,21.336,8.89,55076,Hachette Book Group,153,big five,4
7.992,7.992,4.41,nonfiction,39.96,Ten Speed Press,23.976,9.99,55121,Random House LLC,48,big five,4
7.992,7.992,4.39,nonfiction,39.96,Crown Archetype,23.976,9.99,55129,Random House LLC,48,big five,4
6.392,6.392,4.1,nonfiction,31.96,Touchstone,19.176,7.99,55174,Simon and Schuster Digital Sales Inc,235,big five,4
7.112,7.112,4.48,nonfiction,35.56,St. Martin's Press,21.336,8.89,55180,Macmillan,49,big five,4
9.592,9.592,3.66,nonfiction,47.96,Princeton Review,28.776,11.99,55200,Random House LLC,36,big five,4
3.784,3.784,4.62,nonfiction,18.92,Henry Holt and Co.,11.352,4.73,55228,Macmillan,112,big five,4
9.472,9.472,4.4,children,47.36,Putnam Juvenile,28.416,11.84,55249,Penguin Group (USA) LLC,32,big five,4
0.792,0.792,4.85,comics,3.96,(Small or Medium Publisher),2.376,0.99,55259,DC Comics,7,small/medium,4
8.296,8.296,4.56,nonfiction,41.48,Touchstone,24.888,10.37,55267,Simon and Schuster Digital Sales Inc,69,big five,4
7.112,7.112,3.8,nonfiction,35.56,St. Martin's Griffin,21.336,8.89,55277,Macmillan,147,big five,4
8.296,8.296,3.73,nonfiction,41.48,Atria Books,24.888,10.37,55288,Simon and Schuster Digital Sales Inc,157,big five,4
8.792,8.792,4.33,nonfiction,43.96,Crown Business,26.376,10.99,55303,Random House LLC,15,big five,4
3.032,3.032,4.75,children,15.16,HarperCollins,9.096,3.79,55324,HarperCollins Publishers,12,big five,4
6.072,6.072,4.61,nonfiction,30.36,Thomas Dunne Books,18.216,7.59,55335,Macmillan,13,big five,4
8.152,8.152,3.3,nonfiction,40.76,Simon & Schuster,24.456,10.19,55348,Simon and Schuster Digital Sales Inc,50,big five,4
4.792,4.792,4.54,nonfiction,23.96,Ballantine Books,14.376,5.99,55359,Random House LLC,96,big five,4
7.992,7.992,4.6,nonfiction,39.96,Ballantine Books,23.976,9.99,55365,Random House LLC,102,big five,4
7.112,7.112,4.41,nonfiction,35.56,Thomas Dunne Books,21.336,8.89,55384,Macmillan,154,big five,4
6.4,6.4,4.81,nonfiction,32,Harper Element,19.2,8,55393,HarperCollins Publishers,22,big five,4
8.304,8.304,4.49,nonfiction,41.52,Free Press,24.912,10.38,55418,Simon and Schuster Digital Sales Inc,164,big five,4
0.76,0.76,4.59,nonfiction,3.8,Penguin,2.28,0.95,55454,Penguin Group (USA) LLC,15,big five,4
7.688,7.688,4.4,nonfiction,38.44,Free Press,23.064,9.61,55476,Simon and Schuster Digital Sales Inc,54,big five,4
5.312,5.312,4.63,children,26.56,HarperCollins,15.936,6.64,55482,HarperCollins Publishers,108,big five,4
4.552,4.552,4.66,children,22.76,HarperCollins,13.656,5.69,55539,HarperCollins Publishers,21,big five,4
8.536,8.536,4.69,nonfiction,42.68,HarperOne,25.608,10.67,55550,HarperCollins Publishers,52,big five,4
